,Manufacturer,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1216,Honda,10,76752,Delhi,Petrol,Manual,First,17.4,1497,117.3,5,3570
1217,Honda,15,56000,Mumbai,Petrol,Manual,Second,17.7,1497,78,5,1250
1218,Maruti,5,70000,Pune,CNG,Manual,First,26.2,998,58.2,5,3650
1219,Honda,7,46125,Kolkata,Petrol,Automatic,Second,12,2354,187.4,5,12500
1220,BMW,6,35000,Ahmedabad,Diesel,Automatic,Second,18.12,1995,190,5,23000
1221,Ambassador,17,80000,Chennai,Diesel,Manual,Third,12.8,1489,35.5,5,1350
1222,Mahindra,8,62729,Coimbatore,Diesel,Manual,First,12.05,2179,120,8,6320
1223,Volkswagen,8,34000,Kolkata,Diesel,Manual,First,20.54,1598,103.6,5,3400
1224,Maruti,21,70000,Jaipur,Petrol,Manual,Second,17.3,993,60,5,770
1225,Maruti,11,32000,Jaipur,Petrol,Manual,First,16.1,796,37,4,900
1226,Toyota,3,21000,Delhi,Petrol,Automatic,First,14.28,1798,138.03,5,18000
1227,BMW,7,49000,Pune,Petrol,Automatic,First,14.59,1997,245,5,19000
1228,Ford,13,40000,Chennai,Petrol,Manual,Third,13.8,1299,70,5,1100
1229,Chevrolet,8,78000,Pune,Petrol,Manual,Second,18.6,1199,79.4,5,2000
1230,Toyota,8,52000,Ahmedabad,Diesel,Manual,First,21.43,1364,86.79,5,6500
1231,Mahindra,6,65213,Bangalore,Diesel,Manual,First,16,2179,140,7,9450
1232,Hyundai,4,170000,Mumbai,Diesel,Manual,First,24.4,1120,71,5,4000
1233,Mercedes-Benz,3,36884,Kochi,Diesel,Automatic,First,13,2143,204,5,32250
1234,Hyundai,11,62500,Pune,Petrol,Manual,First,20.36,1197,78.9,5,2100
1235,Toyota,5,68000,Mumbai,Petrol,Automatic,Second,14.28,1798,138.03,5,9750
1236,Toyota,6,40748,Kolkata,Petrol,Manual,First,14.53,1798,138,5,6300
1237,Audi,7,60000,Hyderabad,Diesel,Automatic,First,17.32,1968,184,5,21000
1238,Hyundai,6,12400,Mumbai,Diesel,Manual,First,21.9,1396,88.8,5,4650
1239,Mercedes-Benz,7,87000,Mumbai,Diesel,Automatic,Second,19.27,2143,167.62,5,17000
1240,Maruti,7,20248,Pune,Diesel,Manual,First,21.1,1248,73.9,5,4350
1241,Hyundai,3,52383,Coimbatore,Diesel,Manual,First,19.67,1582,126.2,5,14820
1242,Jaguar,2,1000,Delhi,Diesel,Automatic,First,13.6,1999,177,5,40000
1243,Mahindra,4,85000,Chennai,Diesel,Manual,First,14.95,2489,93.7,7,6150
1244,Toyota,6,47000,Ahmedabad,Diesel,Manual,First,12.99,2494,100.6,7,11250
1245,Toyota,2,17585,Pune,Petrol,Automatic,First,19.16,2494,157.7,5,32000
1246,Audi,2,32496,Coimbatore,Diesel,Automatic,First,13.22,2967,241.4,5,45620
1247,Maruti,3,34613,Kochi,Diesel,Manual,First,28.4,1248,74,5,6240
1248,Maruti,5,153000,Chennai,Diesel,Manual,First,20.77,1248,88.76,7,4800
1249,Maruti,6,54000,Chennai,Petrol,Manual,Second,16.1,1197,85,5,4500
1250,Hyundai,5,16900,Kochi,Petrol,Manual,First,20.36,1197,78.9,5,3870
1251,Hyundai,7,62334,Delhi,Petrol,Manual,First,20.36,1197,78.9,5,2750
1252,Maruti,2,23714,Kochi,Petrol,Manual,First,21.4,1197,83.1,5,6570
1253,Hyundai,10,52325,Jaipur,Petrol,Manual,First,16.36,1495,93.7,5,2000
1254,Honda,8,50000,Ahmedabad,Petrol,Manual,First,19.4,1198,86.8,5,3650
1255,Maruti,4,55746,Hyderabad,Diesel,Manual,First,22.9,1248,74,5,6950
1256,Hyundai,6,54000,Bangalore,Petrol,Manual,First,20.14,1197,81.86,5,5500
1257,Mahindra,7,43000,Kolkata,Diesel,Manual,First,16,2179,140,7,7000
1258,Mercedes-Benz,6,40000,Delhi,Diesel,Automatic,First,13,2143,201.1,5,24000
1259,Land,10,125000,Bangalore,Diesel,Automatic,Second,18.13658965,2179,115,5,11000
1260,Mercedes-Benz,4,51944,Bangalore,Diesel,Automatic,First,19.27,2143,170,5,32500
1261,Hyundai,5,46950,Kochi,Diesel,Manual,First,21.27,1396,88.76,5,6450
1262,Skoda,5,23000,Mumbai,Diesel,Automatic,First,19.3,1968,141,5,15750
1263,Honda,6,54546,Mumbai,Petrol,Manual,First,17,1497,118,5,5500
1264,Toyota,5,51535,Kochi,Diesel,Automatic,First,12.55,2982,168.5,7,19030
1265,Audi,7,45000,Kolkata,Diesel,Automatic,First,17.32,1968,184,5,15250
1266,Maruti,8,46004,Hyderabad,Petrol,Manual,First,20.92,998,67.1,5,2400
1267,Tata,9,124000,Chennai,Diesel,Manual,First,23.03,1396,69,5,2300
1268,Audi,6,77395,Kochi,Diesel,Automatic,First,17.11,1968,174.33,5,14350
1269,Maruti,2,10600,Mumbai,CNG,Manual,First,33.44,796,40.3,4,3500
1270,Honda,2,22974,Kochi,Petrol,Automatic,First,18,1497,117.3,5,11970
1271,Hyundai,11,89000,Jaipur,Petrol,Manual,Second,18.13658965,999,113.2530497,5,1600
1272,Toyota,5,65012,Ahmedabad,Diesel,Manual,First,14.24,2755,174.5,7,18900
1273,Hyundai,3,17125,Ahmedabad,Petrol,Manual,First,18.9,1197,82,5,5400
1274,Maruti,5,90413,Hyderabad,Petrol,Manual,First,15.1,1196,73,7,2950
1275,Volkswagen,7,37000,Bangalore,Petrol,Manual,First,16.47,1198,73.9,5,5100
1276,Maruti,14,65000,Jaipur,Petrol,Manual,First,18.9,1061,67,5,1500
1277,Honda,9,66000,Bangalore,Petrol,Manual,First,17,1497,118,5,4900
1278,Honda,10,86000,Mumbai,Petrol,Manual,First,14.8,1799,130.2,5,2900
1279,Honda,15,98437,Pune,Petrol,Manual,First,13,1493,100,5,1150
1280,Hyundai,10,18000,Kolkata,Petrol,Manual,First,18.5,1197,80,5,2300
1281,Hyundai,2,35070,Kochi,Diesel,Manual,First,24,1120,70,5,5990
1282,Volkswagen,9,42000,Pune,Petrol,Automatic,Third,14.4,1598,103.6,5,3400
1283,Hyundai,11,40000,Kolkata,Petrol,Manual,First,20.36,1197,78.9,5,1700
1284,Hyundai,11,43000,Kolkata,Petrol,Manual,First,17,1197,80,5,1990
1285,Chevrolet,8,65000,Pune,Petrol,Manual,First,18.6,1199,79.4,5,2500
1286,Volkswagen,7,74000,Hyderabad,Diesel,Manual,First,22.07,1199,73.9,5,4850
1287,Ford,10,51192,Hyderabad,Petrol,Manual,First,15.6,1196,70,5,2650
1288,Audi,6,14262,Kochi,Petrol,Automatic,First,9.9,1984,207.8,2,27350
1289,Honda,5,66339,Jaipur,Diesel,Manual,Second,25.1,1498,98.6,5,6900
1290,Ford,7,90200,Hyderabad,Diesel,Manual,First,20,1399,68.05,5,3500
1291,Toyota,5,57854,Delhi,Diesel,Manual,First,12.99,2494,100.6,7,12500
1292,Maruti,3,32000,Delhi,Petrol,Automatic,First,19.12,1373,91.1,5,9200
1293,Hyundai,5,29631,Mumbai,Petrol,Automatic,First,18.9,1197,82,5,4900
1294,Honda,11,55005,Delhi,Petrol,Manual,First,12.8,1621.27645,113.2530497,5.278735151,3200
1295,Ford,6,54173,Kochi,Petrol,Manual,First,18.88,999,123.24,5,5550
1296,Skoda,6,50000,Ahmedabad,Petrol,Automatic,First,14.7,1798,177.6,5,13500
1297,Fiat,10,145000,Kolkata,Diesel,Manual,First,20.4,1248,91.7,5,2600
1298,Maruti,5,78000,Jaipur,Petrol,Manual,First,16.1,1298,88.2,5,4500
1299,Land,7,65000,Delhi,Diesel,Automatic,Second,11.8,2993,180,7,34000
1300,Toyota,8,120000,Hyderabad,Diesel,Manual,First,12.8,2494,102,7,12000
1301,Maruti,5,14000,Mumbai,Diesel,Manual,First,28.4,1248,74,5,5250
1302,Audi,6,57456,Kochi,Diesel,Automatic,First,17.68,1968,174.33,5,21560
1303,BMW,8,44450,Coimbatore,Diesel,Automatic,First,22.48,1995,190,5,24680
1304,Hyundai,7,63777,Delhi,Petrol,Manual,First,18.5,1197,82.9,5,3670
1305,BMW,4,31000,Mumbai,Diesel,Automatic,First,17.05,1995,190,5,29500
1306,Toyota,8,60000,Delhi,Petrol,Manual,First,17.6,1496,88.73,5,3100
1307,Tata,5,78008,Ahmedabad,Diesel,Manual,First,17,1405,70,5,2900
1308,Mercedes-Benz,6,33000,Bangalore,Diesel,Automatic,Second,18.13658965,2987,165,5,43000
1309,Volkswagen,11,27078,Mumbai,Petrol,Automatic,First,10.98,1984,114.4,4,15950
1310,Volkswagen,9,57275,Hyderabad,Diesel,Manual,First,19.7,1598,103.6,5,4500
1311,Hyundai,6,45000,Delhi,Diesel,Manual,First,24,1120,70,5,3490
1312,Maruti,6,57319,Delhi,Diesel,Manual,First,25.2,1248,74,5,4250
1313,Hyundai,12,121097,Chennai,Diesel,Manual,Second,24,1396,88.76,5,1900
1314,BMW,9,89000,Mumbai,Diesel,Automatic,First,16.73,1995,218,5,16570
1315,Honda,8,72000,Bangalore,Petrol,Manual,First,17,1497,118,5,5750
1316,Audi,7,36000,Delhi,Diesel,Automatic,Second,16.55,1968,147.51,5,14000
1317,Fiat,7,86000,Jaipur,Diesel,Manual,Second,19.5,1248,75,5,2500
1318,Honda,18,85000,Ahmedabad,Petrol,Manual,First,13,1343,90,5,1200
1319,Fiat,15,120000,Pune,Petrol,Manual,Second,15.5,1242,113.2530497,5,850
1320,BMW,7,37613,Kochi,Diesel,Automatic,First,22.69,1995,190,5,13950
1321,Ford,13,100000,Chennai,Petrol,Manual,First,16.6,1388,68,5,1600
1322,Tata,4,5240,Coimbatore,Petrol,Automatic,First,21.9,624,37.48,4,3600
1323,Maruti,2,20000,Mumbai,CNG,Manual,First,15.1,1196,73,5,4500
1324,Maruti,1,16862,Coimbatore,Petrol,Manual,First,20.89,1197,81.8,5,6060
1325,Maruti,7,59254,Coimbatore,Petrol,Manual,Second,17.5,1298,85.8,5,5290
1326,Ford,6,60000,Jaipur,Diesel,Manual,First,22.7,1498,89.84,5,5750
1327,Maruti,5,50295,Hyderabad,Petrol,Manual,First,16.1,1621.27645,113.2530497,5.278735151,5800
1328,Maruti,6,47674,Coimbatore,Petrol,Manual,First,19.1,1197,85.8,5,5720
1329,Hyundai,6,61517,Kochi,Petrol,Automatic,First,16.95,1197,78.9,5,4390
1330,Mahindra,4,62946,Coimbatore,Diesel,Manual,First,15.1,2179,140,7,11050
1331,Hyundai,5,66823,Delhi,Diesel,Manual,Second,22.54,1396,88.73,5,4830
1332,Maruti,7,79494,Pune,CNG,Manual,First,33.54,998,67.04,5,2960
1333,Hyundai,8,107000,Chennai,Diesel,Manual,Second,21.27,1396,88.76,5,4500
1334,BMW,9,55000,Mumbai,Diesel,Automatic,Second,16.46,2993,258,5,19500
1335,Skoda,3,24000,Mumbai,Petrol,Automatic,First,14.3,1598,103.52,5,8750
1336,Audi,4,20002,Mumbai,Diesel,Automatic,First,14.75,2967,245,7,67000
1337,Honda,4,54317,Kochi,Petrol,Manual,First,17.4,1497,117.3,5,8400
1338,Hyundai,4,10200,Mumbai,Petrol,Manual,First,19.1,1197,82,5,4990
1339,Honda,4,24337,Coimbatore,Diesel,Manual,First,26,1498,98.6,5,8180
1340,Honda,8,79000,Pune,Petrol,Manual,First,18.4,1198,86.8,5,2900
1341,Maruti,5,40500,Jaipur,Diesel,Manual,First,28.09,1248,88.5,5,7100
1342,Maruti,4,23000,Pune,Diesel,Manual,First,26.59,1248,74,5,7050
1343,Honda,5,63050,Pune,Petrol,Automatic,First,11.1,2354,158.8,5,17500
1344,Toyota,12,78000,Mumbai,Petrol,Automatic,Second,14.53,1794,138.1,5,3410
1345,Maruti,15,70000,Pune,Petrol,Manual,First,18.13658965,1590,113.2530497,5,1300
1346,Honda,8,66245,Coimbatore,Petrol,Manual,First,17,1497,118,5,5680
1347,Mahindra,13,74112,Bangalore,Diesel,Manual,First,12.05,2179,120,9,4100
1348,Skoda,9,87670,Delhi,Petrol,Manual,First,13.4,1798,157.8,5,4000
1349,BMW,5,10000,Hyderabad,Diesel,Automatic,First,18.88,1995,184,5,30000
1350,Maruti,13,62493,Chennai,Petrol,Manual,First,15,1586,104.68,5,1800
1351,Maruti,5,44620,Kochi,Petrol,Manual,First,20.73,1373,91.1,5,6930
1352,Land,8,66538,Bangalore,Diesel,Automatic,First,10.2,4367,308,7,70000
1353,Toyota,7,60000,Ahmedabad,Diesel,Manual,First,12.99,2494,100,7,7900
1354,Hyundai,9,20842,Kochi,Petrol,Manual,First,18.13658965,1086,62,5,2780
1355,Hyundai,6,110000,Chennai,Diesel,Automatic,First,13.01,2199,194.3,7,14400
1356,Mercedes-Benz,9,45000,Mumbai,Petrol,Automatic,Second,11.74,1796,186,5,13500
1357,Maruti,6,40000,Mumbai,CNG,Manual,Second,26.6,998,58.16,5,3150
1358,Maruti,8,49008,Coimbatore,Petrol,Manual,First,19.7,796,46.3,5,2880
1359,Maruti,4,31000,Kolkata,Petrol,Manual,First,24.7,796,47.3,5,2150
1360,Nissan,7,8000,Pune,Petrol,Manual,First,16.95,1498,97.7,5,3750
1361,Maruti,1,171,Mumbai,Petrol,Manual,First,24.7,796,47.3,5,3600
1362,Maruti,2,2100,Kolkata,Petrol,Manual,First,24.07,998,67.1,5,3600
1363,Hyundai,2,20667,Coimbatore,Petrol,Automatic,First,18.9,1197,81.86,5,7550
1364,Honda,5,50000,Kolkata,Diesel,Manual,First,24.2,1498,98.6,7,4700
1365,Tata,10,100030,Jaipur,Diesel,Manual,Second,18.8,1248,90,5,1600
1366,Chevrolet,9,75372,Pune,Diesel,Manual,First,16.52,1991,123.7,5,3340
1367,Honda,4,60475,Kochi,Petrol,Automatic,First,18,1497,117.3,5,9100
1368,Hyundai,1,18453,Kochi,Petrol,Manual,First,18.9,1197,81.86,5,6170
1369,Hyundai,12,96578,Hyderabad,Diesel,Manual,First,22,1582,126.2,5,2500
1370,Nissan,4,31001,Kolkata,Petrol,Manual,First,18.44,1198,75,5,3000
1371,Hyundai,8,65900,Jaipur,Diesel,Manual,First,22.32,1582,126.32,5,5750
1372,Hyundai,3,26246,Bangalore,Petrol,Manual,First,15.29,1591,121.3,5,10750
1373,Maruti,7,62700,Jaipur,Petrol,Manual,Second,20.51,998,67.04,5,2850
1374,Honda,12,90000,Chennai,Petrol,Automatic,First,10.2,2354,180,5,6500
1375,Honda,4,36000,Bangalore,Petrol,Automatic,First,16.8,1497,118,5,9450
1376,Maruti,4,46000,Delhi,Diesel,Manual,First,27.39,1248,74,5,6750
1377,Honda,3,73003,Coimbatore,Diesel,Manual,First,26,1498,98.6,5,7750
1378,Hyundai,6,46566,Kochi,Diesel,Manual,First,22.54,1396,88.76,5,4400
1379,Mercedes-Benz,5,41493,Jaipur,Diesel,Automatic,First,13,2987,265,5,42000
1380,Nissan,6,103788,Kochi,Diesel,Manual,First,19.01,1461,108.5,5,5670
1381,Renault,4,45000,Bangalore,Diesel,Automatic,First,19.6,1461,108.45,5,11500
1382,Maruti,11,120000,Pune,Petrol,Manual,First,18.9,998,67.1,5,1690
1383,Hyundai,11,97359,Jaipur,Diesel,Manual,Second,17.1,1493,110,5,1800
1384,Maruti,4,62000,Mumbai,Petrol,Manual,First,18.5,1197,85.8,5,3200
1385,Honda,16,115000,Pune,Petrol,Manual,Second,18.13658965,1621.27645,113.2530497,5.278735151,1500
1386,BMW,1,18373,Kochi,Diesel,Automatic,First,22.48,1995,187.74,5,45860
1387,Volkswagen,4,60453,Hyderabad,Petrol,Manual,First,16.47,1198,74,5,5100
1388,Maruti,7,37000,Pune,Diesel,Manual,First,17.8,1248,113.2530497,5,4850
1389,Ford,10,69009,Mumbai,Petrol,Manual,Second,15.6,1196,70,5,2400
1390,BMW,7,30000,Hyderabad,Diesel,Automatic,First,18.88,1995,184,5,22000
1391,Hyundai,8,70707,Delhi,Diesel,Manual,First,22.32,1582,126.32,5,4280
1392,Renault,5,64677,Coimbatore,Diesel,Manual,First,20.45,1461,83.8,5,5670
1393,Hyundai,2,3000,Bangalore,Petrol,Automatic,First,18.9,1197,81.86,5,6200
1394,BMW,7,49000,Bangalore,Diesel,Automatic,Second,17.05,1995,184,5,14490
1395,Maruti,10,71000,Pune,Diesel,Manual,First,21.1,1248,73.9,5,3000
1396,Hyundai,10,52000,Jaipur,Petrol,Manual,Second,19.81,1086,68.05,5,2250
1397,BMW,4,35659,Kochi,Diesel,Automatic,First,15.97,2993,258,7,43780
1398,Honda,1,5377,Kochi,Petrol,Manual,First,16.8,1497,116.3,5,11450
1399,Mahindra,6,65000,Delhi,Diesel,Automatic,First,11.18,2696,184,7,10500
1400,Ford,5,92708,Coimbatore,Diesel,Manual,First,22.7,1498,89.84,5,7480
1401,Maruti,10,48105,Coimbatore,Petrol,Manual,First,19.7,796,46.3,5,3100
1402,Volkswagen,9,46759,Mumbai,Petrol,Manual,First,16.47,1198,74,5,2550
1403,Volkswagen,7,62000,Jaipur,Diesel,Manual,First,22.07,1199,73.9,5,3500
1404,Volkswagen,8,35175,Kolkata,Diesel,Manual,First,22.07,1199,73.9,5,2590
1405,Maruti,7,70000,Kolkata,Diesel,Manual,First,20.77,1248,88.8,7,5450
1406,Ford,3,30000,Kolkata,Diesel,Manual,First,22.77,1498,98.59,5,6000
1407,Toyota,4,66618,Kolkata,Diesel,Automatic,First,11.36,2755,171.5,7,15490
1408,BMW,10,69300,Mumbai,Petrol,Automatic,Second,10.8,2497,150,5,12500
1409,Maruti,3,148000,Kolkata,Diesel,Manual,First,23.4,1248,74,5,4750
1410,Ford,3,22000,Mumbai,Petrol,Manual,First,18.88,999,123.24,5,7850
1411,Hyundai,7,75000,Ahmedabad,Diesel,Manual,First,16.8,1493,110,5,6000
1412,Tata,4,43706,Mumbai,Petrol,Manual,First,17.57,1193,88.7,5,4000
1413,Audi,9,42000,Mumbai,Diesel,Automatic,First,14.4,2967,241.4,5,28750
1414,Tata,8,65000,Pune,Diesel,Manual,First,22.3,1248,74,5,2500
1415,Maruti,5,76128,Delhi,Diesel,Manual,First,26.59,1248,74,5,5500
1416,Fiat,10,39852,Kolkata,Petrol,Manual,First,16,1368,90,5,1590
1417,Hyundai,3,18673,Mumbai,Petrol,Manual,First,18.6,1197,81.83,5,6220
1418,Hyundai,4,11583,Kolkata,Petrol,Manual,First,21.1,814,55.2,5,2750
1419,Hyundai,13,82000,Chennai,Petrol,Manual,Second,18.13658965,1086,113.2530497,5,1350
1420,Mercedes-Benz,3,50000,Pune,Diesel,Automatic,First,17.9,2143,136,5,25000
1421,Maruti,6,77000,Delhi,Petrol,Manual,First,23.1,998,67.04,5,2800
1422,Chevrolet,6,54890,Mumbai,Petrol,Manual,Second,17.8,1199,76.8,5,2450
1423,Honda,4,21000,Pune,Petrol,Automatic,First,19,1199,88.7,5,6350
1424,BMW,11,58557,Mumbai,Diesel,Automatic,Third,16.07,1995,181,5,8000
1425,Renault,6,70000,Bangalore,Diesel,Manual,First,19.01,1461,108.45,5,8250
1426,Ford,3,16000,Mumbai,Petrol,Automatic,First,17.01,1499,110.4,5,5950
1427,Toyota,2,8899,Kochi,Diesel,Manual,First,13.68,2393,147.8,7,19920
1428,Chevrolet,4,83629,Kochi,Diesel,Manual,First,25.44,936,56.3,5,3150
1429,Volkswagen,6,35059,Chennai,Petrol,Automatic,First,17.21,1798,189,4,5750
1430,Ford,2,30552,Kochi,Diesel,Automatic,First,10.91,3198,197.2,7,32440
1431,Hyundai,4,44875,Kochi,Diesel,Automatic,Second,22.32,1582,126.32,5,8010
1432,Ford,3,25095,Coimbatore,Petrol,Manual,First,18.16,1196,86.8,5,6480
1433,Maruti,13,59000,Jaipur,Petrol,Manual,First,16.1,796,37,4,750
1434,Honda,6,36000,Kolkata,Diesel,Manual,First,26,1498,98.6,5,5000
1435,Mahindra,8,37000,Mumbai,Diesel,Manual,First,16,2179,140,7,7750
1436,Ford,10,90000,Chennai,Diesel,Manual,First,20,1399,68,5,2600
1437,Ford,2,17000,Pune,Petrol,Manual,First,17,1497,121.36,5,9200
1438,Hyundai,5,42575,Mumbai,Petrol,Manual,First,18.6,1197,81.83,5,5050
1439,Toyota,8,131000,Hyderabad,Diesel,Manual,First,12.99,2494,100,7,9600
1440,Renault,7,74000,Mumbai,Diesel,Manual,First,20.46,1461,83.8,5,5500
1441,Toyota,7,47234,Mumbai,Diesel,Manual,First,12.99,2494,100.6,8,9350
1442,Honda,11,231673,Delhi,Petrol,Manual,First,17,1497,118,5,2600
1443,Maruti,4,10000,Hyderabad,Petrol,Manual,First,24.07,998,67.1,5,3500
1444,Nissan,4,49389,Kochi,Petrol,Manual,First,19.49,1198,67.04,5,4260
1445,Maruti,4,12000,Chennai,Petrol,Automatic,Second,23.1,998,67.04,5,4250
1446,Mercedes-Benz,10,65000,Hyderabad,Petrol,Manual,Second,11.7,1796,178,5,11750
1447,Ford,7,177000,Chennai,Diesel,Manual,First,23.5,1498,88.7,5,3500
1448,Hyundai,5,89000,Jaipur,Petrol,Manual,First,17.01,1591,121.3,5,7500
1449,Hyundai,11,72000,Chennai,Petrol,Automatic,Third,15,1396,100,5,3250
1450,Maruti,8,49000,Chennai,Petrol,Manual,First,17.5,1298,85.8,5,4900
1451,Mercedes-Benz,6,51355,Hyderabad,Diesel,Automatic,First,14.84,2143,170,5,27000
1452,Hyundai,3,13460,Kochi,Petrol,Manual,First,18.6,1197,81.86,5,8910
1453,Hyundai,6,35642,Kochi,Petrol,Automatic,First,17.01,1591,121.4,5,6690
1454,Chevrolet,6,52895,Kochi,Diesel,Manual,First,17.3,1998,163.7,5,6020
1455,Toyota,10,93000,Mumbai,Petrol,Manual,First,14.28,1798,138.03,5,4500
1456,Maruti,9,70000,Pune,Petrol,Manual,First,19,998,66.1,5,2000
1457,Nissan,8,32048,Kolkata,Diesel,Manual,First,23.08,1461,63.1,5,2400
1458,Tata,7,4700,Pune,Petrol,Manual,First,25.4,624,37.48,4,1200
1459,Maruti,6,71800,Delhi,Diesel,Manual,First,23.4,1248,74,5,2900
1460,Land,12,69078,Coimbatore,Petrol,Manual,First,18.13658965,1621.27645,113.2530497,5.278735151,40880
1461,Audi,4,45000,Ahmedabad,Diesel,Automatic,First,17.32,1968,184,5,27000
1462,Honda,4,15388,Chennai,Diesel,Manual,First,25.8,1498,98.6,5,7500
1463,Chevrolet,16,98798,Mumbai,Petrol,Manual,First,14.7,1599,104,5,1500
1464,Audi,4,43000,Hyderabad,Diesel,Automatic,First,14.16,1968,174.3,5,39500
1465,Maruti,8,85112,Hyderabad,Diesel,Manual,First,23.2,1248,73.94,5,3390
1466,Mahindra,2,37804,Kochi,Diesel,Manual,First,15.4,2179,120,7,12400
1467,Maruti,6,45000,Chennai,Diesel,Manual,First,28.09,1248,88.5,5,6850
1468,Toyota,9,116000,Pune,Diesel,Manual,Second,21.43,1364,138,5,5750
1469,Tata,5,100073,Chennai,Diesel,Manual,Second,25,1396,69,5,2000
1470,Maruti,14,165000,Jaipur,Petrol,Manual,First,16.1,796,37,4,900
1471,Volkswagen,5,22000,Kolkata,Petrol,Manual,First,16.47,1198,74,5,3800
1472,Hyundai,3,9500,Delhi,Petrol,Automatic,First,14.62,1999,149.92,5,16350
1473,Toyota,8,152000,Hyderabad,Diesel,Automatic,First,11.5,2982,169,7,16500
1474,Maruti,1,17705,Coimbatore,Petrol,Manual,First,21.4,1197,83.1,5,8700
1475,Maruti,4,12000,Mumbai,Petrol,Manual,First,21.4,1197,83.1,5,6100
1476,Mini,7,51000,Hyderabad,Diesel,Automatic,First,23.8,1998,112,5,21940
1477,Mercedes-Benz,11,42000,Chennai,Diesel,Automatic,Second,13,2987,210,5,22000
1478,Maruti,5,51000,Delhi,Petrol,Manual,First,20.92,998,67.1,5,2650
1479,Maruti,3,42527,Kochi,Petrol,Manual,First,20.4,1197,81.8,5,5270
1480,Chevrolet,6,45000,Kolkata,Diesel,Manual,First,22.1,1248,74,5,2480
1481,Toyota,9,70000,Kolkata,Diesel,Manual,First,12.8,2494,102,8,6000
1482,Toyota,11,92000,Mumbai,Diesel,Manual,First,11.5,2982,171,7,8900
1483,BMW,8,57156,Hyderabad,Diesel,Automatic,Second,18.88,1995,184,5,18000
1484,Skoda,4,53211,Coimbatore,Petrol,Manual,First,16.8,1395,138.02,5,11640
1485,Toyota,1,80000,Kolkata,Diesel,Manual,First,11.5,2982,171,7,8990
1486,Volkswagen,11,74000,Bangalore,Diesel,Automatic,First,15.5,1896,105,5,5250
1487,Hyundai,9,37000,Kolkata,Diesel,Manual,First,23,1396,90,5,2950
1488,Tata,7,64000,Mumbai,Diesel,Manual,Second,21.02,1248,88.76,5,2650
1489,Volkswagen,7,57197,Pune,Petrol,Manual,First,15.04,1598,103.6,5,4000
1490,Hyundai,4,55000,Chennai,Diesel,Automatic,First,17.6,1582,126.2,5,12500
1491,Maruti,6,33000,Mumbai,Petrol,Manual,First,21.1,1197,85.8,5,3250
1492,Honda,12,70000,Delhi,Petrol,Manual,First,13.1,1997,141.1,5,4000
1493,Mahindra,8,75000,Delhi,Diesel,Manual,Second,15.1,2179,140,7,6250
1494,Volkswagen,4,58095,Jaipur,Diesel,Manual,First,21.66,1498,108.62,5,5800
1495,Tata,5,7445,Kolkata,Petrol,Manual,First,17.57,1193,88.7,5,5000
1496,Jaguar,4,17652,Kochi,Diesel,Automatic,First,12.9,2993,270.88,5,58730
1497,Toyota,2,28321,Kochi,Petrol,Automatic,First,14.28,1798,138.03,5,17490
1498,Maruti,9,69000,Pune,Petrol,Manual,Second,19,998,66.1,5,1950
1499,Honda,13,80000,Mumbai,Petrol,Automatic,First,11.1,2354,142,5,3000
1500,Hyundai,6,42365,Delhi,Petrol,Manual,First,17,1197,80,5,5500
1501,Toyota,7,123000,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,16500
1502,Mercedes-Benz,9,40000,Mumbai,Petrol,Automatic,Second,11.74,1796,186,5,14500
1503,Maruti,4,30112,Hyderabad,Diesel,Manual,First,27.39,1248,74,5,7790
1504,Maruti,3,43775,Kochi,Diesel,Manual,First,20.77,1248,88.76,7,8270
1505,Land,1,26013,Kochi,Diesel,Automatic,First,12.65,2993,255,5,97070
1506,Chevrolet,8,56000,Mumbai,Petrol,Manual,First,12.9,1598,102.5,5,2150
1507,Honda,12,95000,Hyderabad,Petrol,Automatic,Second,12.9,1799,130,5,3000
1508,BMW,6,41089,Coimbatore,Diesel,Automatic,First,16.09,1995,184,5,28790
1509,Skoda,9,41988,Mumbai,Diesel,Automatic,First,20,1968,138.1,5,5450
1510,Maruti,7,72486,Delhi,Diesel,Manual,First,23.4,1248,74,5,3950
1511,Volvo,7,92000,Pune,Diesel,Automatic,First,23.3,1984,150,5,16000
1512,Maruti,7,40000,Delhi,Petrol,Manual,First,17.5,1298,85.8,5,4250
1513,Land,6,56000,Bangalore,Diesel,Automatic,First,12.7,2179,187.7,5,34500
1514,Honda,12,125000,Mumbai,Petrol,Automatic,Third,11.7,2354,177.6,5,2600
1515,Toyota,3,29219,Kochi,Diesel,Manual,First,12.99,2494,100.6,8,13480
1516,Toyota,2,39927,Hyderabad,Diesel,Manual,First,12.55,2982,168.5,7,32100
1517,Honda,2,38593,Kochi,Petrol,Manual,First,18.7,1199,88.7,5,6170
1518,Honda,5,32000,Kolkata,Petrol,Manual,First,17,1497,118,5,5500
1519,Maruti,3,28226,Hyderabad,Diesel,Automatic,First,28.4,1248,73.75,5,9150
1520,Nissan,6,95000,Pune,Diesel,Manual,First,21.64,1461,84.8,5,4500
1521,Toyota,6,194000,Chennai,Diesel,Manual,First,12.99,2494,100.6,8,10500
